accuracy,analysis_unit,auprc,auprc_lift,auroc,balanced_accuracy,brier,checkpoint_sha256,configuration_sha256,dataset,ece,f1,fn,fp,fusion_method,mce,modality,model_name,n_participants,n_recordings,n_samples,nll,npv,ppv,prevalence,protocol,run_id,seed,selected_configuration_sha256,sensitivity,specificity,split,stage,threshold,threshold_source,tn,tp,track
0.8630573248407644,participant,0.8593519877831902,2.645456119254135,0.8927580466148723,0.8273677395486496,0.11568059277920621,4646e01899b9940522fd2f8ddca0da8a86a4f2f82f388d851be8bfd5fd95d09c,5a2e6474c466883e1e6776786bd397137c648e9637faba4be1dbe6a9dd617e53,coswara,0.10050707717778795,0.774869109947644,28,15,validation_logistic_stack,0.24238942937667535,multimodal,dndf_cough_speech_validation_stack,314,2122,314,0.38458095993401337,0.8755555555555555,0.8314606741573034,0.3248407643312102,existing,dndt-dndf-final-20260826,42,f5c43499f7b865e24dc8c0708e3f5235b77e0806f90a488480ab38fda156a77a,0.7254901960784313,0.9292452830188679,test,fusion,0.4523718170850185,source_validation_balanced_accuracy,197,74,B
0.8449367088607594,participant,0.8611624791671783,2.6420130428818283,0.8955740917999908,0.8223027485300151,0.13123746880532114,40ba4c173de06269642f08cf852f7c2db2b155ec643a664180edb407762f306f,bccbbba60423d09803ba863a5a8cbce9ae66297c334fa750c976d727adb87b32,coswara,0.14390907003453393,0.7609756097560976,25,24,uniform_mean,0.23693890525159517,multimodal,dndf_breath_cough_speech_uniform,316,2719,316,0.42643196258376304,0.883177570093458,0.7647058823529411,0.3259493670886076,existing,dndt-dndf-final-20260826,42,14d62736ed335778228ffd2413e6e1023ecd62e732e12fb0a872762a4f50b971,0.7572815533980582,0.8873239436619719,test,fusion,0.4886496712764104,source_validation_balanced_accuracy,189,78,B
0.8248407643312102,participant,0.8626505807533394,2.655610611338712,0.895024047354791,0.8245005549389567,0.11485727321131052,eb162e1ecf84383b669e0f195eba2c52de111b1358513eba3e57caff671a37fe,90103b0b07cd0e24dfe6a8c5881182d9cdd06977ca9fc5635b03140e5e37dcd1,coswara,0.08781297183035663,0.7533632286995515,18,37,validation_logistic_stack,0.17901338937340677,multimodal,dndf_cough_speech_validation_stack,314,2122,314,0.3816244324520561,0.9067357512953368,0.6942148760330579,0.3248407643312102,existing,dndt-dndf-final-20260826,314,f5c43499f7b865e24dc8c0708e3f5235b77e0806f90a488480ab38fda156a77a,0.8235294117647058,0.8254716981132075,test,fusion,0.33292567284131425,source_validation_balanced_accuracy,175,84,B
0.8354430379746836,participant,0.8546965094861584,2.622175699006078,0.8932038834951457,0.8127535439172251,0.13141967837138077,aa161264c919596ee0645dc6ef3ea66b7c9015c198dea09dc49dbe4ee02d5496,a1206107474ed059dcdb997b1d0b331cef865b4fde0de3d4e1c60e9d0dab4bbe,coswara,0.13432148519085402,0.7475728155339806,26,26,uniform_mean,0.1803765750551883,multimodal,dndf_breath_cough_speech_uniform,316,2719,316,0.4249987959273114,0.8779342723004695,0.7475728155339806,0.3259493670886076,existing,dndt-dndf-final-20260826,314,14d62736ed335778228ffd2413e6e1023ecd62e732e12fb0a872762a4f50b971,0.7475728155339806,0.8779342723004695,test,fusion,0.4861346801122029,source_validation_balanced_accuracy,187,77,B
0.8535031847133758,participant,0.8569241968180182,2.6379823313809583,0.8938679245283019,0.8253792082870884,0.11524823169166012,aa16a9e2bce439299a35c2878f7fb567e13923f4eb2a3ca08f0e448a5d8d1a50,8c136508affa1ff5a38959a6f0710e24184c2939dff1a9030eb6f2e4ae85cc09,coswara,0.08229582111358749,0.7676767676767676,26,20,validation_logistic_stack,0.14927797629546435,multimodal,dndf_cough_speech_validation_stack,314,2122,314,0.3825271028053821,0.8807339449541285,0.7916666666666666,0.3248407643312102,existing,dndt-dndf-final-20260826,2026,f5c43499f7b865e24dc8c0708e3f5235b77e0806f90a488480ab38fda156a77a,0.7450980392156863,0.9056603773584906,test,fusion,0.4126513835669587,source_validation_balanced_accuracy,192,76,B
0.8354430379746836,participant,0.8544360323793027,2.6213765653578602,0.8958019964446876,0.8202743971922148,0.12708004384685057,68ba788b927b6b96a743e2cd242db5eeefbe016ca8b8aaff5048f12e55cc69f6,6ab176dc4b442d44b73b3fe247a799aa49dab01840db746e61c13ad1eba11339,coswara,0.11983363909822307,0.7547169811320755,23,29,uniform_mean,0.18385912691381445,multimodal,dndf_breath_cough_speech_uniform,316,2719,316,0.4141495076324117,0.8888888888888888,0.7339449541284404,0.3259493670886076,existing,dndt-dndf-final-20260826,2026,14d62736ed335778228ffd2413e6e1023ecd62e732e12fb0a872762a4f50b971,0.7766990291262136,0.863849765258216,test,fusion,0.4458053375283877,source_validation_balanced_accuracy,184,80,B
